Rank,Stop Name,Category,Responsible Party,SR Number,Complaint Description,Status,Created Date,Close Date,Age Days,Age Years,Duplicate After Closed,Year
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000939,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Open,2025-04-11,,366,1.0027397260273974,Yes,2025
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000940,No shelter at 501 Pleasant Valley/5th transit stop,Open,2025-04-29,,348,0.9534246575342465,Yes,2025
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000973,Request shelter installation at 501 Pleasant Valley/5th,Open,2025-05-18,,329,0.9013698630136986,Yes,2025
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000971,Transit stop 501 Pleasant Valley/5th needs weather shelter,Open,2025-05-19,,328,0.8986301369863013,Yes,2025
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000944,No weather protection at 501 Pleasant Valley/5th transit stop,Open,2025-05-20,,327,0.8958904109589041,Yes,2025
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000970,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Open,2025-05-20,,327,0.8958904109589041,Yes,2025
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000913,Transit stop 501 Pleasant Valley/5th needs shelter for rider protection,Open,2025-06-03,,313,0.8575342465753425,Yes,2025
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000908,No shelter at 501 Pleasant Valley/5th transit stop,Closed,2025-07-15,2025-07-15,0,0.0,No,2025
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000960,Request shelter installation at 501 Pleasant Valley/5th,Open,2025-10-03,,191,0.5232876712328767,Yes,2025
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000954,Request shelter installation at 501 Pleasant Valley/5th,Open,2025-10-17,,177,0.4849315068493151,Yes,2025
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000936,Transit stop 501 Pleasant Valley/5th needs shelter for rider protection,Open,2025-12-12,,121,0.3315068493150685,Yes,2025
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000963,Request shelter installation at 501 Pleasant Valley/5th,Open,2026-02-16,,55,0.1506849315068493,Yes,2026
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000977,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Open,2026-03-16,,27,0.07397260273972603,Yes,2026
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000901,Request shelter installation at 501 Pleasant Valley/5th,Open,2026-03-29,,14,0.038356164383561646,Yes,2026
9,501 Pleasant Valley/5th,Missing Shelter,CapMetro,SR23000904,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Open,2026-03-31,,12,0.03287671232876712,Yes,2026
9,501 Pleasant Valley/5th,Other,TBD,SR23000962,Riders have nowhere to sit at 501 Pleasant Valley/5th,Open,2023-07-04,,1013,2.7753424657534245,No,2023
9,501 Pleasant Valley/5th,Other,TBD,SR23000969,Riders have nowhere to sit at 501 Pleasant Valley/5th,Open,2024-09-26,,563,1.5424657534246575,No,2024
9,501 Pleasant Valley/5th,Other,TBD,SR23000941,Riders have nowhere to sit at 501 Pleasant Valley/5th,Open,2025-07-24,,262,0.7178082191780822,No,2025
9,501 Pleasant Valley/5th,Safety (Lighting),City of Austin,SR23000948,Safety concerns at 501 Pleasant Valley/5th bus stop after dark,Open,2023-09-11,,944,2.5863013698630137,No,2023
9,501 Pleasant Valley/5th,Safety (Lighting),City of Austin,SR23000942,Transit stop 501 Pleasant Valley/5th needs better lighting,Closed,2024-01-11,2024-01-11,0,0.0,No,2024
9,501 Pleasant Valley/5th,Safety (Lighting),City of Austin,SR23000982,Safety concerns at 501 Pleasant Valley/5th bus stop after dark,Open,2024-03-18,,755,2.0684931506849313,Yes,2024
9,501 Pleasant Valley/5th,Safety (Lighting),City of Austin,SR23000916,Transit stop 501 Pleasant Valley/5th needs better lighting,Open,2025-05-03,,344,0.9424657534246575,Yes,2025
9,501 Pleasant Valley/5th,Safety Concerns,City of Austin / CapMetro,SR23000919,Feeling unsafe waiting at 501 Pleasant Valley/5th,Closed,2023-02-04,2023-02-04,0,0.0,No,2023
9,501 Pleasant Valley/5th,Safety Concerns,City of Austin / CapMetro,SR23000929,Feeling unsafe waiting at 501 Pleasant Valley/5th,Open,2024-05-25,,687,1.8821917808219177,Yes,2024
9,501 Pleasant Valley/5th,Safety Concerns,City of Austin / CapMetro,SR23000980,Feeling unsafe waiting at 501 Pleasant Valley/5th,Open,2025-05-30,,317,0.8684931506849315,Yes,2025
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000966,Riders getting wet at 501 Pleasant Valley/5th during rain,Open,2023-01-19,,1179,3.23013698630137,No,2023
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000967,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Open,2023-03-07,,1132,3.1013698630136988,No,2023
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000928,Riders getting wet at 501 Pleasant Valley/5th during rain,Open,2023-04-27,,1081,2.9616438356164383,No,2023
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000914,Riders getting wet at 501 Pleasant Valley/5th during rain,Closed,2023-07-12,2023-07-12,0,0.0,No,2023
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000915,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Open,2023-08-09,,977,2.6767123287671235,Yes,2023
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000943,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Open,2024-02-26,,776,2.126027397260274,Yes,2024
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000932,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Open,2024-03-20,,753,2.063013698630137,Yes,2024
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000927,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Open,2024-12-28,,470,1.2876712328767124,Yes,2024
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000974,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Closed,2025-02-09,2025-02-09,0,0.0,No,2025
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000978,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Closed,2025-04-02,2025-04-02,0,0.0,No,2025
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000922,Riders getting wet at 501 Pleasant Valley/5th during rain,Open,2025-04-04,,373,1.021917808219178,Yes,2025
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000957,Riders getting wet at 501 Pleasant Valley/5th during rain,Open,2025-09-08,,216,0.5917808219178082,Yes,2025
9,501 Pleasant Valley/5th,Weather Exposure,CapMetro,SR23000918,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Closed,2025-09-26,2025-09-26,0,0.0,No,2025
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001347,Missing seating at 8th Street NB (Trinity/8th) transit stop,Open,2023-08-10,,976,2.673972602739726,No,2023
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001336,Missing seating at 8th Street NB (Trinity/8th) transit stop,Open,2023-09-24,,931,2.5506849315068494,No,2023
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001300,Request bench installation at 8th Street NB (Trinity/8th),Open,2023-11-29,,865,2.3698630136986303,No,2023
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001331,No benches at 8th Street NB (Trinity/8th) bus stop,Open,2023-11-30,,864,2.367123287671233,No,2023
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001297,Request bench installation at 8th Street NB (Trinity/8th),Closed,2023-12-06,2023-12-06,0,0.0,No,2023
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001342,No benches at 8th Street NB (Trinity/8th) bus stop,Closed,2024-01-14,2024-01-14,0,0.0,No,2024
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001311,Request bench installation at 8th Street NB (Trinity/8th),Open,2024-02-16,,786,2.1534246575342464,Yes,2024
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001304,Missing seating at 8th Street NB (Trinity/8th) transit stop,Open,2024-03-26,,747,2.0465753424657533,Yes,2024
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001315,Missing seating at 8th Street NB (Trinity/8th) transit stop,Open,2024-04-07,,735,2.0136986301369864,Yes,2024
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001348,Request bench installation at 8th Street NB (Trinity/8th),Open,2024-04-25,,717,1.9643835616438357,Yes,2024
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001317,No benches at 8th Street NB (Trinity/8th) bus stop,Closed,2024-04-27,2024-04-27,0,0.0,No,2024
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001319,No benches at 8th Street NB (Trinity/8th) bus stop,Open,2024-06-20,,661,1.810958904109589,Yes,2024
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001298,No benches at 8th Street NB (Trinity/8th) bus stop,Open,2024-11-22,,506,1.3863013698630138,Yes,2024
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001295,No benches at 8th Street NB (Trinity/8th) bus stop,Open,2024-12-13,,485,1.3287671232876712,Yes,2024
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001334,Missing seating at 8th Street NB (Trinity/8th) transit stop,Open,2025-01-26,,441,1.2082191780821918,Yes,2025
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001350,No benches at 8th Street NB (Trinity/8th) bus stop,Closed,2025-04-11,2025-04-11,0,0.0,No,2025
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001292,No benches at 8th Street NB (Trinity/8th) bus stop,Open,2025-05-13,,334,0.915068493150685,Yes,2025
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001356,Request bench installation at 8th Street NB (Trinity/8th),Open,2025-09-03,,221,0.6054794520547945,Yes,2025
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001357,Missing seating at 8th Street NB (Trinity/8th) transit stop,Open,2025-11-05,,158,0.4328767123287671,Yes,2025
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001305,Request bench installation at 8th Street NB (Trinity/8th),Closed,2025-12-12,2025-12-12,0,0.0,No,2025
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001327,Request bench installation at 8th Street NB (Trinity/8th),Open,2025-12-27,,106,0.29041095890410956,Yes,2025
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001335,Request bench installation at 8th Street NB (Trinity/8th),Open,2026-01-24,,78,0.2136986301369863,Yes,2026
14,8th Street NB (Trinity/8th),Missing Benches,CapMetro,SR23001312,Missing seating at 8th Street NB (Trinity/8th) transit stop,Open,2026-04-03,,9,0.024657534246575342,Yes,2026
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001339,Transit stop 8th Street NB (Trinity/8th) needs shelter for rider protection,Open,2023-05-08,,1070,2.9315068493150687,No,2023
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001310,Bus stop at 8th Street NB (Trinity/8th) missing shelter - riders exposed to weather,Open,2023-07-08,,1009,2.7643835616438355,No,2023
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001354,Bus stop at 8th Street NB (Trinity/8th) missing shelter - riders exposed to weather,Closed,2023-07-12,2023-07-12,0,0.0,No,2023
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001299,Request shelter installation at 8th Street NB (Trinity/8th),Open,2023-07-19,,998,2.734246575342466,Yes,2023
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001306,No shelter at 8th Street NB (Trinity/8th) transit stop,Closed,2023-08-19,2023-08-19,0,0.0,No,2023
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001330,Transit stop 8th Street NB (Trinity/8th) needs weather shelter,Closed,2024-01-24,2024-01-24,0,0.0,No,2024
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001333,Bus stop at 8th Street NB (Trinity/8th) missing shelter - riders exposed to weather,Closed,2024-03-02,2024-03-02,0,0.0,No,2024
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001318,Request shelter installation at 8th Street NB (Trinity/8th),Open,2024-03-16,,757,2.073972602739726,Yes,2024
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001322,Request shelter installation at 8th Street NB (Trinity/8th),Closed,2024-03-18,2024-03-18,0,0.0,No,2024
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001349,Transit stop 8th Street NB (Trinity/8th) needs weather shelter,Open,2024-04-26,,716,1.9616438356164383,Yes,2024
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001324,Transit stop 8th Street NB (Trinity/8th) needs weather shelter,Closed,2024-06-02,2024-06-02,0,0.0,No,2024
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001326,Request shelter installation at 8th Street NB (Trinity/8th),Closed,2024-06-22,2024-06-22,0,0.0,No,2024
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001293,No shelter at 8th Street NB (Trinity/8th) transit stop,Open,2024-07-10,,641,1.7561643835616438,Yes,2024
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001294,Transit stop 8th Street NB (Trinity/8th) needs weather shelter,Closed,2024-07-12,2024-07-12,0,0.0,No,2024
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001320,Transit stop 8th Street NB (Trinity/8th) needs shelter for rider protection,Open,2024-08-02,,618,1.6931506849315068,Yes,2024
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001341,No weather protection at 8th Street NB (Trinity/8th) transit stop,Closed,2024-10-13,2024-10-13,0,0.0,No,2024
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001301,Bus stop at 8th Street NB (Trinity/8th) missing shelter - riders exposed to weather,Open,2024-11-09,,519,1.4219178082191781,Yes,2024
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001314,No shelter at 8th Street NB (Trinity/8th) transit stop,Open,2025-03-13,,395,1.082191780821918,Yes,2025
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001352,No weather protection at 8th Street NB (Trinity/8th) transit stop,Open,2025-03-25,,383,1.0493150684931507,Yes,2025
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001321,No shelter at 8th Street NB (Trinity/8th) transit stop,Closed,2025-04-23,2025-04-23,0,0.0,No,2025
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001338,Transit stop 8th Street NB (Trinity/8th) needs shelter for rider protection,Closed,2025-08-07,2025-08-07,0,0.0,No,2025
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001308,No shelter at 8th Street NB (Trinity/8th) transit stop,Open,2025-10-06,,188,0.5150684931506849,Yes,2025
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001329,Request shelter installation at 8th Street NB (Trinity/8th),Closed,2025-12-08,2025-12-08,0,0.0,No,2025
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001313,No shelter at 8th Street NB (Trinity/8th) transit stop,Closed,2026-02-06,2026-02-06,0,0.0,No,2026
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001351,Transit stop 8th Street NB (Trinity/8th) needs weather shelter,Open,2026-02-20,,51,0.13972602739726028,Yes,2026
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001359,Bus stop at 8th Street NB (Trinity/8th) missing shelter - riders exposed to weather,Open,2026-02-26,,45,0.1232876712328767,Yes,2026
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001358,No shelter at 8th Street NB (Trinity/8th) transit stop,Open,2026-02-28,,43,0.1178082191780822,Yes,2026
14,8th Street NB (Trinity/8th),Missing Shelter,CapMetro,SR23001344,Request shelter installation at 8th Street NB (Trinity/8th),Closed,2026-03-27,2026-03-27,0,0.0,No,2026
14,8th Street NB (Trinity/8th),Other,TBD,SR23001296,Riders have nowhere to sit at 8th Street NB (Trinity/8th),Open,2023-03-13,,1126,3.084931506849315,No,2023
14,8th Street NB (Trinity/8th),Other,TBD,SR23001325,Riders have nowhere to sit at 8th Street NB (Trinity/8th),Open,2024-01-28,,805,2.2054794520547945,No,2024
14,8th Street NB (Trinity/8th),Safety (Lighting),City of Austin,SR23001337,Safety concerns at 8th Street NB (Trinity/8th) bus stop after dark,Open,2023-06-20,,1027,2.813698630136986,No,2023
14,8th Street NB (Trinity/8th),Safety (Lighting),City of Austin,SR23001309,Transit stop 8th Street NB (Trinity/8th) needs better lighting,Closed,2023-10-03,2023-10-03,0,0.0,No,2023
14,8th Street NB (Trinity/8th),Safety (Lighting),City of Austin,SR23001307,Safety concerns at 8th Street NB (Trinity/8th) bus stop after dark,Open,2024-06-28,,653,1.789041095890411,Yes,2024
14,8th Street NB (Trinity/8th),Safety (Lighting),City of Austin,SR23001340,Safety concerns at 8th Street NB (Trinity/8th) bus stop after dark,Closed,2025-04-13,2025-04-13,0,0.0,No,2025
14,8th Street NB (Trinity/8th),Safety (Lighting),City of Austin,SR23001345,Transit stop 8th Street NB (Trinity/8th) needs better lighting,Open,2026-01-10,,92,0.25205479452054796,Yes,2026
14,8th Street NB (Trinity/8th),Safety (Lighting),City of Austin,SR23001303,Transit stop 8th Street NB (Trinity/8th) needs better lighting,Open,2026-02-26,,45,0.1232876712328767,Yes,2026
14,8th Street NB (Trinity/8th),Safety Concerns,City of Austin / CapMetro,SR23001346,Request safety improvements at 8th Street NB (Trinity/8th) stop,Open,2023-06-16,,1031,2.824657534246575,No,2023
14,8th Street NB (Trinity/8th),Safety Concerns,City of Austin / CapMetro,SR23001316,Request safety improvements at 8th Street NB (Trinity/8th) stop,Closed,2024-07-26,2024-07-26,0,0.0,No,2024
14,8th Street NB (Trinity/8th),Safety Concerns,City of Austin / CapMetro,SR23001328,Request safety improvements at 8th Street NB (Trinity/8th) stop,Open,2024-09-29,,560,1.5342465753424657,Yes,2024
14,8th Street NB (Trinity/8th),Safety Concerns,City of Austin / CapMetro,SR23001355,Request safety improvements at 8th Street NB (Trinity/8th) stop,Open,2025-08-08,,247,0.6767123287671233,Yes,2025
14,8th Street NB (Trinity/8th),Weather Exposure,CapMetro,SR23001343,Riders getting wet at 8th Street NB (Trinity/8th) during rain,Closed,2023-04-07,2023-04-07,0,0.0,No,2023
14,8th Street NB (Trinity/8th),Weather Exposure,CapMetro,SR23001353,Bus stop 8th Street NB (Trinity/8th) exposed to extreme heat/sun,Open,2023-08-23,,963,2.638356164383562,Yes,2023
14,8th Street NB (Trinity/8th),Weather Exposure,CapMetro,SR23001302,Riders getting wet at 8th Street NB (Trinity/8th) during rain,Closed,2024-12-20,2024-12-20,0,0.0,No,2024
14,8th Street NB (Trinity/8th),Weather Exposure,CapMetro,SR23001332,Bus stop 8th Street NB (Trinity/8th) exposed to extreme heat/sun,Open,2025-04-05,,372,1.0191780821917809,Yes,2025
14,8th Street NB (Trinity/8th),Weather Exposure,CapMetro,SR23001323,Riders getting wet at 8th Street NB (Trinity/8th) during rain,Open,2025-06-22,,294,0.8054794520547945,Yes,2025
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001196,Request bench installation at Bluebonnet Station (SB),Open,2023-07-14,,1003,2.747945205479452,No,2023
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001152,No benches at Bluebonnet Station (SB) bus stop,Closed,2024-01-22,2024-01-22,0,0.0,No,2024
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001185,No benches at Bluebonnet Station (SB) bus stop,Open,2024-03-19,,754,2.0657534246575344,Yes,2024
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001179,Missing seating at Bluebonnet Station (SB) transit stop,Open,2024-10-14,,545,1.4931506849315068,Yes,2024
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001151,No benches at Bluebonnet Station (SB) bus stop,Open,2024-12-31,,467,1.2794520547945205,Yes,2024
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001205,Request bench installation at Bluebonnet Station (SB),Closed,2025-01-21,2025-01-21,0,0.0,No,2025
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001145,No benches at Bluebonnet Station (SB) bus stop,Open,2025-02-26,,410,1.1232876712328768,Yes,2025
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001154,No benches at Bluebonnet Station (SB) bus stop,Open,2025-05-11,,336,0.9205479452054794,Yes,2025
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001153,Missing seating at Bluebonnet Station (SB) transit stop,Open,2025-06-07,,309,0.8465753424657534,Yes,2025
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001171,Request bench installation at Bluebonnet Station (SB),Closed,2025-06-17,2025-06-17,0,0.0,No,2025
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001194,Request bench installation at Bluebonnet Station (SB),Open,2025-07-04,,282,0.7726027397260274,Yes,2025
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001212,Request bench installation at Bluebonnet Station (SB),Closed,2025-09-04,2025-09-04,0,0.0,No,2025
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001201,Missing seating at Bluebonnet Station (SB) transit stop,Closed,2025-11-17,2025-11-17,0,0.0,No,2025
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001164,No benches at Bluebonnet Station (SB) bus stop,Open,2025-11-23,,140,0.3835616438356164,Yes,2025
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001148,No benches at Bluebonnet Station (SB) bus stop,Open,2025-12-06,,127,0.34794520547945207,Yes,2025
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001150,Missing seating at Bluebonnet Station (SB) transit stop,Closed,2026-01-27,2026-01-27,0,0.0,No,2026
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001182,No benches at Bluebonnet Station (SB) bus stop,Closed,2026-02-01,2026-02-01,0,0.0,No,2026
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001203,No benches at Bluebonnet Station (SB) bus stop,Open,2026-02-25,,46,0.12602739726027398,Yes,2026
12,Bluebonnet Station (SB),Missing Benches,CapMetro,SR23001178,No benches at Bluebonnet Station (SB) bus stop,Closed,2026-03-06,2026-03-06,0,0.0,No,2026
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001210,Transit stop Bluebonnet Station (SB) needs weather shelter,Open,2023-02-16,,1151,3.1534246575342464,No,2023
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001181,Request shelter installation at Bluebonnet Station (SB),Open,2023-03-11,,1128,3.0904109589041098,No,2023
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001175,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Closed,2023-05-03,2023-05-03,0,0.0,No,2023
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001206,Request shelter installation at Bluebonnet Station (SB),Open,2023-05-04,,1074,2.9424657534246577,Yes,2023
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001200,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Open,2023-06-05,,1042,2.8547945205479452,Yes,2023
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001189,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Closed,2023-06-07,2023-06-07,0,0.0,No,2023
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001211,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Open,2023-06-08,,1039,2.8465753424657536,Yes,2023
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001215,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Closed,2023-07-15,2023-07-15,0,0.0,No,2023
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001165,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Open,2023-08-01,,985,2.6986301369863015,Yes,2023
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001158,No weather protection at Bluebonnet Station (SB) transit stop,Open,2023-08-04,,982,2.6904109589041094,Yes,2023
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001155,Request shelter installation at Bluebonnet Station (SB),Open,2023-11-15,,879,2.408219178082192,Yes,2023
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001202,No shelter at Bluebonnet Station (SB) transit stop,Closed,2024-01-10,2024-01-10,0,0.0,No,2024
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001180,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Open,2024-02-05,,797,2.1835616438356165,Yes,2024
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001160,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Open,2024-03-09,,764,2.0931506849315067,Yes,2024
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001157,Request shelter installation at Bluebonnet Station (SB),Closed,2024-04-23,2024-04-23,0,0.0,No,2024
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001146,Bus stop at Bluebonnet Station (SB) missing shelter - riders exposed to weather,Open,2024-10-13,,546,1.4958904109589042,Yes,2024
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001188,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Open,2024-12-06,,492,1.347945205479452,Yes,2024
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001162,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Closed,2025-01-01,2025-01-01,0,0.0,No,2025
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001161,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Open,2025-03-10,,398,1.0904109589041096,Yes,2025
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001216,No shelter at Bluebonnet Station (SB) transit stop,Open,2025-03-17,,391,1.0712328767123287,Yes,2025
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001207,No shelter at Bluebonnet Station (SB) transit stop,Open,2025-05-20,,327,0.8958904109589041,Yes,2025
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001176,Transit stop Bluebonnet Station (SB) needs shelter for rider protection,Open,2025-05-26,,321,0.8794520547945206,Yes,2025
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001193,Transit stop Bluebonnet Station (SB) needs weather shelter,Closed,2025-06-18,2025-06-18,0,0.0,No,2025
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001186,Request shelter installation at Bluebonnet Station (SB),Open,2025-07-18,,268,0.7342465753424657,Yes,2025
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001170,Request shelter installation at Bluebonnet Station (SB),Open,2025-07-22,,264,0.7232876712328767,Yes,2025
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001163,No weather protection at Bluebonnet Station (SB) transit stop,Open,2025-08-08,,247,0.6767123287671233,Yes,2025
12,Bluebonnet Station (SB),Missing Shelter,CapMetro,SR23001195,No weather protection at Bluebonnet Station (SB) transit stop,Closed,2025-10-16,2025-10-16,0,0.0,No,2025
