Service Request (SR) Number,SR Description,Owning Department,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
SR23000234,No benches at Guadalupe/16th Street bus stop,Transportation,Phone,Open,05/31/2025 12:00:00 AM,05/31/2025 12:00:00 AM,05/31/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000235,Missing seating at Guadalupe/16th Street transit stop,Transportation,Phone,Open,07/07/2024 12:00:00 AM,07/07/2024 12:00:00 AM,07/07/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000236,Request shelter installation at Guadalupe/16th Street,Transportation,Phone,Open,07/03/2023 12:00:00 AM,07/03/2023 12:00:00 AM,07/03/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000237,No shelter at Guadalupe/16th Street transit stop,Transportation,Phone,Open,12/01/2025 12:00:00 AM,12/01/2025 12:00:00 AM,12/01/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000238,Transit stop Guadalupe/16th Street needs shelter for rider protection,Transportation,Phone,Open,08/02/2025 12:00:00 AM,08/02/2025 12:00:00 AM,08/02/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000239,Feeling unsafe waiting at Guadalupe/16th Street,Transportation,Phone,Open,11/14/2024 12:00:00 AM,11/14/2024 12:00:00 AM,11/14/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000240,Request safety improvements at Guadalupe/16th Street stop,Transportation,Phone,Open,07/22/2023 12:00:00 AM,07/22/2023 12:00:00 AM,07/22/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000241,Riders have nowhere to sit at Guadalupe/16th Street,Transportation,Phone,Open,03/29/2026 12:00:00 AM,03/29/2026 12:00:00 AM,03/29/2026 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000242,Transit stop Guadalupe/16th Street needs shelter for rider protection,Transportation,Phone,Open,07/30/2023 12:00:00 AM,07/30/2023 12:00:00 AM,07/30/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000243,Transit stop Guadalupe/16th Street needs weather shelter,Transportation,Phone,Open,03/05/2025 12:00:00 AM,03/05/2025 12:00:00 AM,03/05/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000244,Transit stop Guadalupe/16th Street needs better lighting,Transportation,Phone,Closed,01/03/2025 12:00:00 AM,01/03/2025 12:00:00 AM,01/03/2025 12:00:00 AM,01/03/2025 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000245,No shelter at Guadalupe/16th Street transit stop,Transportation,Phone,Open,02/23/2026 12:00:00 AM,02/23/2026 12:00:00 AM,02/23/2026 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000246,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Transportation,Phone,Closed,11/01/2023 12:00:00 AM,11/01/2023 12:00:00 AM,11/01/2023 12:00:00 AM,11/01/2023 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000247,Request safety improvements at Guadalupe/16th Street stop,Transportation,Phone,Open,08/28/2025 12:00:00 AM,08/28/2025 12:00:00 AM,08/28/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000248,No benches at Guadalupe/16th Street bus stop,Transportation,Phone,Open,04/07/2025 12:00:00 AM,04/07/2025 12:00:00 AM,04/07/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000249,Request bench installation at Guadalupe/16th Street,Transportation,Phone,Closed,11/18/2024 12:00:00 AM,11/18/2024 12:00:00 AM,11/18/2024 12:00:00 AM,11/18/2024 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000250,Missing seating at Guadalupe/16th Street transit stop,Transportation,Phone,Open,11/11/2024 12:00:00 AM,11/11/2024 12:00:00 AM,11/11/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000251,Missing seating at Guadalupe/16th Street transit stop,Transportation,Phone,Open,09/13/2024 12:00:00 AM,09/13/2024 12:00:00 AM,09/13/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000252,Transit stop Guadalupe/16th Street needs weather shelter,Transportation,Phone,Open,03/30/2025 12:00:00 AM,03/30/2025 12:00:00 AM,03/30/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000253,Request shelter installation at Guadalupe/16th Street,Transportation,Phone,Open,01/07/2025 12:00:00 AM,01/07/2025 12:00:00 AM,01/07/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000254,Request bench installation at Guadalupe/16th Street,Transportation,Phone,Open,01/18/2026 12:00:00 AM,01/18/2026 12:00:00 AM,01/18/2026 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000255,No shelter at Guadalupe/16th Street transit stop,Transportation,Phone,Closed,01/27/2026 12:00:00 AM,01/27/2026 12:00:00 AM,01/27/2026 12:00:00 AM,01/27/2026 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000256,Request bench installation at Guadalupe/16th Street,Transportation,Phone,Closed,12/13/2023 12:00:00 AM,12/13/2023 12:00:00 AM,12/13/2023 12:00:00 AM,12/13/2023 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000257,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Transportation,Phone,Open,07/08/2025 12:00:00 AM,07/08/2025 12:00:00 AM,07/08/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000258,No shelter at Guadalupe/16th Street transit stop,Transportation,Phone,Open,03/21/2023 12:00:00 AM,03/21/2023 12:00:00 AM,03/21/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000259,No shelter at Guadalupe/16th Street transit stop,Transportation,Phone,Open,10/29/2024 12:00:00 AM,10/29/2024 12:00:00 AM,10/29/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000260,Transit stop Guadalupe/16th Street needs shelter for rider protection,Transportation,Phone,Closed,01/05/2024 12:00:00 AM,01/05/2024 12:00:00 AM,01/05/2024 12:00:00 AM,01/05/2024 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000261,No shelter at Guadalupe/16th Street transit stop,Transportation,Phone,Open,10/06/2023 12:00:00 AM,10/06/2023 12:00:00 AM,10/06/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000262,Request bench installation at Guadalupe/16th Street,Transportation,Phone,Open,04/12/2024 12:00:00 AM,04/12/2024 12:00:00 AM,04/12/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000263,No shelter at Guadalupe/16th Street transit stop,Transportation,Phone,Closed,09/21/2025 12:00:00 AM,09/21/2025 12:00:00 AM,09/21/2025 12:00:00 AM,09/21/2025 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000264,Transit stop Guadalupe/16th Street needs shelter for rider protection,Transportation,Phone,Open,10/02/2023 12:00:00 AM,10/02/2023 12:00:00 AM,10/02/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000265,Request shelter installation at Guadalupe/16th Street,Transportation,Phone,Open,08/14/2024 12:00:00 AM,08/14/2024 12:00:00 AM,08/14/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000266,Transit stop Guadalupe/16th Street needs weather shelter,Transportation,Phone,Open,09/27/2024 12:00:00 AM,09/27/2024 12:00:00 AM,09/27/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000267,Transit stop Guadalupe/16th Street needs weather shelter,Transportation,Phone,Open,06/18/2025 12:00:00 AM,06/18/2025 12:00:00 AM,06/18/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000268,Request bench installation at Guadalupe/16th Street,Transportation,Phone,Open,11/25/2025 12:00:00 AM,11/25/2025 12:00:00 AM,11/25/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000269,Safety concerns at Guadalupe/16th Street bus stop after dark,Transportation,Phone,Open,03/21/2026 12:00:00 AM,03/21/2026 12:00:00 AM,03/21/2026 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000270,Transit stop Guadalupe/16th Street needs shelter for rider protection,Transportation,Phone,Open,09/07/2025 12:00:00 AM,09/07/2025 12:00:00 AM,09/07/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000271,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Transportation,Phone,Open,04/16/2024 12:00:00 AM,04/16/2024 12:00:00 AM,04/16/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000272,Transit stop Guadalupe/16th Street needs better lighting,Transportation,Phone,Open,02/22/2023 12:00:00 AM,02/22/2023 12:00:00 AM,02/22/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000273,Transit stop Guadalupe/16th Street needs weather shelter,Transportation,Phone,Open,09/18/2025 12:00:00 AM,09/18/2025 12:00:00 AM,09/18/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000274,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Transportation,Phone,Closed,04/08/2023 12:00:00 AM,04/08/2023 12:00:00 AM,04/08/2023 12:00:00 AM,04/08/2023 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000275,No benches at Guadalupe/16th Street bus stop,Transportation,Phone,Open,08/16/2024 12:00:00 AM,08/16/2024 12:00:00 AM,08/16/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000276,Request safety improvements at Guadalupe/16th Street stop,Transportation,Phone,Open,06/09/2024 12:00:00 AM,06/09/2024 12:00:00 AM,06/09/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000277,Transit stop Guadalupe/16th Street needs shelter for rider protection,Transportation,Phone,Open,11/28/2023 12:00:00 AM,11/28/2023 12:00:00 AM,11/28/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000278,Request shelter installation at Guadalupe/16th Street,Transportation,Phone,Open,01/31/2023 12:00:00 AM,01/31/2023 12:00:00 AM,01/31/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000279,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Transportation,Phone,Closed,04/01/2026 12:00:00 AM,04/01/2026 12:00:00 AM,04/01/2026 12:00:00 AM,04/01/2026 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000280,Riders have nowhere to sit at Lavaca/4th,Transportation,Phone,Open,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000281,No weather protection at Lavaca/4th transit stop,Transportation,Phone,Open,03/13/2024 12:00:00 AM,03/13/2024 12:00:00 AM,03/13/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000282,No shelter at Lavaca/4th transit stop,Transportation,Phone,Open,12/09/2025 12:00:00 AM,12/09/2025 12:00:00 AM,12/09/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000283,Riders have nowhere to sit at Lavaca/4th,Transportation,Phone,Open,10/01/2024 12:00:00 AM,10/01/2024 12:00:00 AM,10/01/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000284,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,08/20/2023 12:00:00 AM,08/20/2023 12:00:00 AM,08/20/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000285,No benches at Lavaca/4th bus stop,Transportation,Phone,Open,09/03/2025 12:00:00 AM,09/03/2025 12:00:00 AM,09/03/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000286,Request safety improvements at Lavaca/4th stop,Transportation,Phone,Open,11/15/2023 12:00:00 AM,11/15/2023 12:00:00 AM,11/15/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000287,Riders getting wet at Lavaca/4th during rain,Transportation,Phone,Closed,09/05/2023 12:00:00 AM,09/05/2023 12:00:00 AM,09/05/2023 12:00:00 AM,09/05/2023 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000288,No shelter at Lavaca/4th transit stop,Transportation,Phone,Closed,02/17/2025 12:00:00 AM,02/17/2025 12:00:00 AM,02/17/2025 12:00:00 AM,02/17/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000289,Riders getting wet at Lavaca/4th during rain,Transportation,Phone,Open,07/26/2023 12:00:00 AM,07/26/2023 12:00:00 AM,07/26/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000290,No benches at Lavaca/4th bus stop,Transportation,Phone,Closed,07/14/2023 12:00:00 AM,07/14/2023 12:00:00 AM,07/14/2023 12:00:00 AM,07/14/2023 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000291,Safety concerns at Lavaca/4th bus stop after dark,Transportation,Phone,Open,01/11/2023 12:00:00 AM,01/11/2023 12:00:00 AM,01/11/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000292,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,02/21/2023 12:00:00 AM,02/21/2023 12:00:00 AM,02/21/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000293,Missing seating at Lavaca/4th transit stop,Transportation,Phone,Open,04/09/2025 12:00:00 AM,04/09/2025 12:00:00 AM,04/09/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000294,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Open,02/28/2023 12:00:00 AM,02/28/2023 12:00:00 AM,02/28/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000295,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Open,05/08/2024 12:00:00 AM,05/08/2024 12:00:00 AM,05/08/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000296,Riders have nowhere to sit at Lavaca/4th,Transportation,Phone,Open,01/08/2023 12:00:00 AM,01/08/2023 12:00:00 AM,01/08/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000297,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,05/27/2025 12:00:00 AM,05/27/2025 12:00:00 AM,05/27/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000298,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,05/20/2025 12:00:00 AM,05/20/2025 12:00:00 AM,05/20/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000299,No benches at Lavaca/4th bus stop,Transportation,Phone,Open,05/03/2023 12:00:00 AM,05/03/2023 12:00:00 AM,05/03/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000300,No benches at Lavaca/4th bus stop,Transportation,Phone,Open,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000301,No benches at Lavaca/4th bus stop,Transportation,Phone,Open,12/22/2025 12:00:00 AM,12/22/2025 12:00:00 AM,12/22/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000302,No weather protection at Lavaca/4th transit stop,Transportation,Phone,Open,06/22/2025 12:00:00 AM,06/22/2025 12:00:00 AM,06/22/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000303,Request shelter installation at Lavaca/4th,Transportation,Phone,Open,10/29/2024 12:00:00 AM,10/29/2024 12:00:00 AM,10/29/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000304,Request shelter installation at Lavaca/4th,Transportation,Phone,Open,08/20/2024 12:00:00 AM,08/20/2024 12:00:00 AM,08/20/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000305,No weather protection at Lavaca/4th transit stop,Transportation,Phone,Open,05/11/2023 12:00:00 AM,05/11/2023 12:00:00 AM,05/11/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000306,Riders getting wet at Lavaca/4th during rain,Transportation,Phone,Open,05/31/2023 12:00:00 AM,05/31/2023 12:00:00 AM,05/31/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000307,No shelter at Lavaca/4th transit stop,Transportation,Phone,Open,08/12/2025 12:00:00 AM,08/12/2025 12:00:00 AM,08/12/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000308,No shelter at Lavaca/4th transit stop,Transportation,Phone,Closed,12/06/2025 12:00:00 AM,12/06/2025 12:00:00 AM,12/06/2025 12:00:00 AM,12/06/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000309,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,05/19/2023 12:00:00 AM,05/19/2023 12:00:00 AM,05/19/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000310,Bus stop Lavaca/4th exposed to extreme heat/sun,Transportation,Phone,Open,06/19/2025 12:00:00 AM,06/19/2025 12:00:00 AM,06/19/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000311,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,01/09/2026 12:00:00 AM,01/09/2026 12:00:00 AM,01/09/2026 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000312,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,08/06/2023 12:00:00 AM,08/06/2023 12:00:00 AM,08/06/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000313,Request safety improvements at Lavaca/4th stop,Transportation,Phone,Open,06/01/2025 12:00:00 AM,06/01/2025 12:00:00 AM,06/01/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000314,Transit stop Lavaca/4th needs weather shelter,Transportation,Phone,Open,12/23/2025 12:00:00 AM,12/23/2025 12:00:00 AM,12/23/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000315,Riders have nowhere to sit at Lavaca/4th,Transportation,Phone,Closed,03/03/2026 12:00:00 AM,03/03/2026 12:00:00 AM,03/03/2026 12:00:00 AM,03/03/2026 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000316,No weather protection at Lavaca/4th transit stop,Transportation,Phone,Open,09/17/2024 12:00:00 AM,09/17/2024 12:00:00 AM,09/17/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000317,Transit stop Lavaca/4th needs weather shelter,Transportation,Phone,Open,01/14/2025 12:00:00 AM,01/14/2025 12:00:00 AM,01/14/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000318,No benches at Lavaca/4th bus stop,Transportation,Phone,Open,07/24/2023 12:00:00 AM,07/24/2023 12:00:00 AM,07/24/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000319,Request shelter installation at Lavaca/4th,Transportation,Phone,Open,07/26/2025 12:00:00 AM,07/26/2025 12:00:00 AM,07/26/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000320,Request shelter installation at Lavaca/4th,Transportation,Phone,Open,06/23/2023 12:00:00 AM,06/23/2023 12:00:00 AM,06/23/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000321,No weather protection at Lavaca/4th transit stop,Transportation,Phone,Open,04/10/2024 12:00:00 AM,04/10/2024 12:00:00 AM,04/10/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000322,No shelter at Lavaca/4th transit stop,Transportation,Phone,Open,08/22/2025 12:00:00 AM,08/22/2025 12:00:00 AM,08/22/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000323,Feeling unsafe waiting at Lavaca/4th,Transportation,Phone,Open,01/17/2026 12:00:00 AM,01/17/2026 12:00:00 AM,01/17/2026 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000324,No benches at Lavaca/4th bus stop,Transportation,Phone,Open,10/09/2025 12:00:00 AM,10/09/2025 12:00:00 AM,10/09/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
