Rank,Stop Name,Category,Responsible Party,SR Number,Complaint Description,Status,Created Date,Close Date,Age Days,Age Years,Duplicate After Closed,Year,ADA Match Type,Normalized Stop Name
2,Guadalupe/16th Street,Weather Exposure,CapMetro,SR23000221,Riders getting wet at Guadalupe/16th Street during rain,Open,2023-02-19,,1148,3.1452054794520548,Yes,2023,Keyword Match,guadalupe/16th street
2,Guadalupe/16th Street,Weather Exposure,CapMetro,SR23000173,Bus stop Guadalupe/16th Street exposed to extreme heat/sun,Open,2023-08-28,,958,2.6246575342465754,Yes,2023,Keyword Match,guadalupe/16th street
2,Guadalupe/16th Street,Weather Exposure,CapMetro,SR23000218,Bus stop Guadalupe/16th Street exposed to extreme heat/sun,Open,2024-05-15,,697,1.9095890410958904,Yes,2024,Keyword Match,guadalupe/16th street
2,Guadalupe/16th Street,Weather Exposure,CapMetro,SR23000222,Bus stop Guadalupe/16th Street exposed to extreme heat/sun,Closed,2025-02-01,2025-02-01,0,0.0,No,2025,Keyword Match,guadalupe/16th street
2,Guadalupe/16th Street,Weather Exposure,CapMetro,SR23000156,Bus stop Guadalupe/16th Street exposed to extreme heat/sun,Closed,2025-04-24,2025-04-24,0,0.0,No,2025,Keyword Match,guadalupe/16th street
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000741,No benches at Guadalupe/4th bus stop,Open,2023-01-06,,1192,3.265753424657534,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000729,No benches at Guadalupe/4th bus stop,Open,2023-01-09,,1189,3.2575342465753425,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000791,Request bench installation at Guadalupe/4th,Open,2023-02-17,,1150,3.1506849315068495,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000811,Missing seating at Guadalupe/4th transit stop,Open,2023-06-13,,1034,2.8328767123287673,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000722,Missing seating at Guadalupe/4th transit stop,Open,2023-06-23,,1024,2.8054794520547945,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000740,No benches at Guadalupe/4th bus stop,Open,2023-06-24,,1023,2.802739726027397,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000790,Request bench installation at Guadalupe/4th,Closed,2023-07-10,2023-07-10,0,0.0,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000776,Missing seating at Guadalupe/4th transit stop,Closed,2023-08-02,2023-08-02,0,0.0,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000724,Missing seating at Guadalupe/4th transit stop,Open,2023-09-05,,950,2.6027397260273974,Yes,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000758,No benches at Guadalupe/4th bus stop,Open,2023-11-07,,887,2.43013698630137,Yes,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000750,Missing seating at Guadalupe/4th transit stop,Open,2023-12-31,,833,2.282191780821918,Yes,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000754,Request bench installation at Guadalupe/4th,Open,2024-05-02,,710,1.9452054794520548,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000807,Request bench installation at Guadalupe/4th,Open,2024-05-08,,704,1.9287671232876713,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000736,Missing seating at Guadalupe/4th transit stop,Open,2024-05-17,,695,1.904109589041096,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000756,No benches at Guadalupe/4th bus stop,Open,2024-07-30,,621,1.7013698630136986,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000721,No benches at Guadalupe/4th bus stop,Open,2024-10-17,,542,1.484931506849315,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000734,Request bench installation at Guadalupe/4th,Open,2025-03-16,,392,1.073972602739726,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000738,Request bench installation at Guadalupe/4th,Closed,2025-03-31,2025-03-31,0,0.0,No,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000725,Missing seating at Guadalupe/4th transit stop,Closed,2025-04-09,2025-04-09,0,0.0,No,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000772,Request bench installation at Guadalupe/4th,Open,2025-06-01,,315,0.863013698630137,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000797,Request bench installation at Guadalupe/4th,Open,2025-06-11,,305,0.8356164383561644,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000771,Missing seating at Guadalupe/4th transit stop,Open,2025-06-15,,301,0.8246575342465754,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000751,Request bench installation at Guadalupe/4th,Open,2025-06-23,,293,0.8027397260273973,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000748,Missing seating at Guadalupe/4th transit stop,Open,2025-07-08,,278,0.7616438356164383,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000744,Request bench installation at Guadalupe/4th,Open,2025-10-09,,185,0.5068493150684932,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000733,Request bench installation at Guadalupe/4th,Open,2025-11-05,,158,0.4328767123287671,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Benches,CapMetro,SR23000780,Request bench installation at Guadalupe/4th,Open,2026-01-18,,84,0.23013698630136986,Yes,2026,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000727,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Open,2023-01-26,,1172,3.210958904109589,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000793,Transit stop Guadalupe/4th needs shelter for rider protection,Open,2023-03-08,,1131,3.0986301369863014,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000766,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Open,2023-05-30,,1048,2.871232876712329,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000728,Transit stop Guadalupe/4th needs shelter for rider protection,Open,2023-08-20,,966,2.6465753424657534,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000789,Transit stop Guadalupe/4th needs shelter for rider protection,Closed,2023-08-22,2023-08-22,0,0.0,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000735,Transit stop Guadalupe/4th needs weather shelter,Open,2023-10-05,,920,2.5205479452054793,Yes,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000743,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Open,2023-10-23,,902,2.4712328767123286,Yes,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000779,Transit stop Guadalupe/4th needs weather shelter,Open,2023-11-28,,866,2.372602739726027,Yes,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000781,No shelter at Guadalupe/4th transit stop,Open,2023-12-20,,844,2.3123287671232875,Yes,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000773,Transit stop Guadalupe/4th needs weather shelter,Open,2024-01-19,,814,2.23013698630137,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000795,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Open,2024-03-24,,749,2.052054794520548,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000770,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Closed,2024-04-21,2024-04-21,0,0.0,No,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000737,No weather protection at Guadalupe/4th transit stop,Open,2024-05-20,,692,1.895890410958904,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000760,No weather protection at Guadalupe/4th transit stop,Open,2024-05-21,,691,1.893150684931507,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000747,No weather protection at Guadalupe/4th transit stop,Open,2024-06-06,,675,1.8493150684931507,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000782,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Open,2024-07-06,,645,1.7671232876712328,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000752,No shelter at Guadalupe/4th transit stop,Open,2024-07-27,,624,1.7095890410958905,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000757,Transit stop Guadalupe/4th needs shelter for rider protection,Closed,2024-08-16,2024-08-16,0,0.0,No,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000746,No shelter at Guadalupe/4th transit stop,Open,2024-08-23,,597,1.6356164383561644,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000777,Request shelter installation at Guadalupe/4th,Closed,2024-09-13,2024-09-13,0,0.0,No,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000788,Transit stop Guadalupe/4th needs shelter for rider protection,Open,2024-11-12,,516,1.4136986301369863,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000792,No shelter at Guadalupe/4th transit stop,Open,2025-03-17,,391,1.0712328767123287,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000799,No shelter at Guadalupe/4th transit stop,Open,2025-03-18,,390,1.0684931506849316,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000784,Request shelter installation at Guadalupe/4th,Open,2025-03-24,,384,1.0520547945205478,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000809,Request shelter installation at Guadalupe/4th,Open,2025-03-27,,381,1.0438356164383562,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000769,Transit stop Guadalupe/4th needs weather shelter,Open,2025-04-11,,366,1.0027397260273974,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000731,No shelter at Guadalupe/4th transit stop,Open,2025-05-08,,339,0.9287671232876712,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000803,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Closed,2025-05-29,2025-05-29,0,0.0,No,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000767,No shelter at Guadalupe/4th transit stop,Open,2025-06-13,,303,0.8301369863013699,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000749,Transit stop Guadalupe/4th needs weather shelter,Closed,2025-07-25,2025-07-25,0,0.0,No,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000810,No shelter at Guadalupe/4th transit stop,Open,2025-07-25,,261,0.7150684931506849,No,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000763,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Closed,2025-08-07,2025-08-07,0,0.0,No,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000787,Transit stop Guadalupe/4th needs shelter for rider protection,Open,2025-08-09,,246,0.673972602739726,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000798,Transit stop Guadalupe/4th needs weather shelter,Open,2025-11-12,,151,0.4136986301369863,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000774,Request shelter installation at Guadalupe/4th,Open,2025-12-07,,126,0.3452054794520548,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000764,No shelter at Guadalupe/4th transit stop,Open,2025-12-18,,115,0.3150684931506849,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000759,Bus stop at Guadalupe/4th missing shelter - riders exposed to weather,Open,2025-12-22,,111,0.3041095890410959,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000755,Request shelter installation at Guadalupe/4th,Open,2025-12-23,,110,0.3013698630136986,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000802,No shelter at Guadalupe/4th transit stop,Closed,2026-01-10,2026-01-10,0,0.0,No,2026,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000745,Transit stop Guadalupe/4th needs shelter for rider protection,Open,2026-01-16,,86,0.2356164383561644,Yes,2026,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Missing Shelter,CapMetro,SR23000742,Request shelter installation at Guadalupe/4th,Open,2026-04-08,,4,0.010958904109589041,Yes,2026,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Safety (Lighting),City of Austin,SR23000785,Transit stop Guadalupe/4th needs better lighting,Open,2025-02-01,,435,1.1917808219178083,No,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Safety (Lighting),City of Austin,SR23000801,Transit stop Guadalupe/4th needs better lighting,Open,2025-05-07,,340,0.9315068493150684,No,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Safety (Lighting),City of Austin,SR23000796,Safety concerns at Guadalupe/4th bus stop after dark,Open,2025-12-03,,130,0.3561643835616438,No,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Safety (Lighting),City of Austin,SR23000761,Safety concerns at Guadalupe/4th bus stop after dark,Open,2025-12-13,,120,0.3287671232876712,No,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,SR23000723,Request safety improvements at Guadalupe/4th stop,Closed,2023-02-05,2023-02-05,0,0.0,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,SR23000805,Request safety improvements at Guadalupe/4th stop,Open,2023-03-15,,1124,3.0794520547945203,Yes,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,SR23000794,Request safety improvements at Guadalupe/4th stop,Open,2024-08-25,,595,1.63013698630137,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,SR23000786,Feeling unsafe waiting at Guadalupe/4th,Open,2024-10-22,,537,1.4712328767123288,Yes,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,SR23000806,Request safety improvements at Guadalupe/4th stop,Open,2025-01-19,,448,1.2273972602739727,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Safety Concerns,City of Austin / CapMetro,SR23000726,Feeling unsafe waiting at Guadalupe/4th,Closed,2026-02-26,2026-02-26,0,0.0,No,2026,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000720,Riders have nowhere to sit at Guadalupe/4th,Open,2023-10-22,,903,2.473972602739726,No,2023,Category: Sidewalk/ADA,guadalupe/4th
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000753,Riders have nowhere to sit at Guadalupe/4th,Open,2024-02-12,,790,2.164383561643836,No,2024,Category: Sidewalk/ADA,guadalupe/4th
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000808,Riders have nowhere to sit at Guadalupe/4th,Open,2024-04-30,,712,1.9506849315068493,No,2024,Category: Sidewalk/ADA,guadalupe/4th
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000768,Riders have nowhere to sit at Guadalupe/4th,Open,2024-05-27,,685,1.8767123287671232,No,2024,Category: Sidewalk/ADA,guadalupe/4th
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000775,Riders have nowhere to sit at Guadalupe/4th,Open,2024-06-01,,680,1.8630136986301369,No,2024,Category: Sidewalk/ADA,guadalupe/4th
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000739,Riders have nowhere to sit at Guadalupe/4th,Open,2025-03-02,,406,1.1123287671232878,No,2025,Category: Sidewalk/ADA,guadalupe/4th
7,Guadalupe/4th,Sidewalk/ADA,City of Austin,SR23000732,Riders have nowhere to sit at Guadalupe/4th,Open,2026-03-09,,34,0.09315068493150686,No,2026,Category: Sidewalk/ADA,guadalupe/4th
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000762,Riders getting wet at Guadalupe/4th during rain,Closed,2023-10-17,2023-10-17,0,0.0,No,2023,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000783,Bus stop Guadalupe/4th exposed to extreme heat/sun,Closed,2024-02-09,2024-02-09,0,0.0,No,2024,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000804,Riders getting wet at Guadalupe/4th during rain,Open,2025-04-18,,359,0.9835616438356164,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000800,Riders getting wet at Guadalupe/4th during rain,Closed,2025-11-07,2025-11-07,0,0.0,No,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000778,Bus stop Guadalupe/4th exposed to extreme heat/sun,Open,2025-12-09,,124,0.33972602739726027,Yes,2025,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000730,Bus stop Guadalupe/4th exposed to extreme heat/sun,Open,2026-01-11,,91,0.2493150684931507,Yes,2026,Keyword Match,guadalupe/4th
7,Guadalupe/4th,Weather Exposure,CapMetro,SR23000765,Riders getting wet at Guadalupe/4th during rain,Open,2026-01-30,,72,0.19726027397260273,Yes,2026,Keyword Match,guadalupe/4th
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000423,Request bench installation at Guadalupe/W. 21st Street,Closed,2023-01-28,2023-01-28,0,0.0,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000505,Request bench installation at Guadalupe/W. 21st Street,Open,2023-02-06,,1161,3.180821917808219,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000448,Missing seating at Guadalupe/W. 21st Street transit stop,Open,2023-05-14,,1064,2.915068493150685,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000495,Request bench installation at Guadalupe/W. 21st Street,Closed,2023-07-02,2023-07-02,0,0.0,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000425,No benches at Guadalupe/W. 21st Street bus stop,Open,2023-07-19,,998,2.734246575342466,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000491,No benches at Guadalupe/W. 21st Street bus stop,Open,2023-07-20,,997,2.7315068493150685,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000462,Request bench installation at Guadalupe/W. 21st Street,Open,2023-08-22,,964,2.6410958904109587,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000439,Missing seating at Guadalupe/W. 21st Street transit stop,Closed,2023-08-31,2023-08-31,0,0.0,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000488,Request bench installation at Guadalupe/W. 21st Street,Open,2023-09-04,,951,2.6054794520547944,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000478,Missing seating at Guadalupe/W. 21st Street transit stop,Open,2023-10-07,,918,2.515068493150685,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000483,Request bench installation at Guadalupe/W. 21st Street,Open,2023-10-09,,916,2.5095890410958903,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000468,No benches at Guadalupe/W. 21st Street bus stop,Open,2023-12-13,,851,2.3315068493150686,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000467,No benches at Guadalupe/W. 21st Street bus stop,Open,2024-04-18,,724,1.9835616438356165,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000424,Missing seating at Guadalupe/W. 21st Street transit stop,Open,2025-01-18,,449,1.2301369863013698,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000474,No benches at Guadalupe/W. 21st Street bus stop,Open,2025-03-17,,391,1.0712328767123287,Yes,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000496,No benches at Guadalupe/W. 21st Street bus stop,Closed,2025-06-04,2025-06-04,0,0.0,No,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000454,Request bench installation at Guadalupe/W. 21st Street,Closed,2025-08-01,2025-08-01,0,0.0,No,2025,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000464,No benches at Guadalupe/W. 21st Street bus stop,Closed,2026-01-21,2026-01-21,0,0.0,No,2026,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Benches,CapMetro,SR23000420,Missing seating at Guadalupe/W. 21st Street transit stop,Open,2026-03-08,,35,0.0958904109589041,Yes,2026,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000437,No weather protection at Guadalupe/W. 21st Street transit stop,Open,2023-01-31,,1167,3.197260273972603,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000428,Request shelter installation at Guadalupe/W. 21st Street,Open,2023-02-28,,1139,3.1205479452054794,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000520,Request shelter installation at Guadalupe/W. 21st Street,Open,2023-04-05,,1103,3.021917808219178,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000475,No shelter at Guadalupe/W. 21st Street transit stop,Open,2023-04-20,,1088,2.9808219178082194,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000482,Request shelter installation at Guadalupe/W. 21st Street,Open,2023-05-15,,1063,2.9123287671232876,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000522,No shelter at Guadalupe/W. 21st Street transit stop,Open,2023-05-22,,1056,2.893150684931507,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000513,No weather protection at Guadalupe/W. 21st Street transit stop,Closed,2023-05-27,2023-05-27,0,0.0,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000521,Transit stop Guadalupe/W. 21st Street needs weather shelter,Closed,2023-07-14,2023-07-14,0,0.0,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000418,No shelter at Guadalupe/W. 21st Street transit stop,Open,2023-08-08,,978,2.6794520547945204,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000514,No shelter at Guadalupe/W. 21st Street transit stop,Open,2023-08-13,,973,2.665753424657534,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000435,No weather protection at Guadalupe/W. 21st Street transit stop,Open,2023-08-15,,971,2.66027397260274,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000422,No shelter at Guadalupe/W. 21st Street transit stop,Open,2023-08-31,,955,2.6164383561643834,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000524,No weather protection at Guadalupe/W. 21st Street transit stop,Closed,2023-11-19,2023-11-19,0,0.0,No,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000463,No shelter at Guadalupe/W. 21st Street transit stop,Open,2023-12-02,,862,2.361643835616438,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000453,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2023-12-04,,860,2.356164383561644,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000504,Request shelter installation at Guadalupe/W. 21st Street,Open,2023-12-06,,858,2.350684931506849,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000489,Transit stop Guadalupe/W. 21st Street needs weather shelter,Open,2023-12-31,,833,2.282191780821918,Yes,2023,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000499,Request shelter installation at Guadalupe/W. 21st Street,Open,2024-01-19,,814,2.23013698630137,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000470,Transit stop Guadalupe/W. 21st Street needs shelter for rider protection,Open,2024-02-12,,790,2.164383561643836,Yes,2024,Keyword Match,guadalupe/w. 21st street
4,Guadalupe/W. 21st Street,Missing Shelter,CapMetro,SR23000518,Bus stop at Guadalupe/W. 21st Street missing shelter - riders exposed to weather,Open,2024-02-27,,775,2.1232876712328768,Yes,2024,Keyword Match,guadalupe/w. 21st street
